EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000275745	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	41.44	misc_RNA
ENSG00000221633	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	48.56	snoRNA
ENSG00000212493	small nucleolar RNA, C/D box 19 [Source:HGNC Symbol;Acc:HGNC:32717]	3	SNORD19	45.59	snoRNA
ENSG00000207146	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	40.19	misc_RNA
ENSG00000248671	asparagine-linked glycosylation 1-like 9, pseudogene [Source:EntrezGene;Acc:285407]	11	ALG1L9P	47.16	processed_transcript
ENSG00000221376	Small nucleolar RNA SNORA77 [Source:RFAM;Acc:RF00599]	15	SNORA77	59.38	snoRNA
ENSG00000222529	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	34.69	misc_RNA
ENSG00000252722	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]	15	SCARNA20	54.2	scaRNA
ENSG00000274062	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000201502	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	12	SNORD74	45	snoRNA
ENSG00000201047	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	38.24	misc_RNA
ENSG00000273966	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	Y	pRNA	56.67	misc_RNA
ENSG00000201881	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	43.75	misc_RNA
ENSG00000222658	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	37.11	misc_RNA
ENSG00000280903	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	52.38	misc_RNA
ENSG00000207168	small nucleolar RNA, H/ACA box 15 [Source:HGNC Symbol;Acc:HGNC:32604]	7	SNORA15	36.84	snoRNA
ENSG00000253027	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	19	SNORA70	51.66	snoRNA
ENSG00000206792	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	41.75	misc_RNA
ENSG00000280699	SMAD5 antisense RNA 1 conserved region 2 [Source:RFAM;Acc:RF02174]	X	SMAD5-AS1_2	54.48	misc_RNA
ENSG00000200521	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	44.55	misc_RNA
ENSG00000200391	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	36.28	misc_RNA
ENSG00000278643	TUC338 [Source:RFAM;Acc:RF02271]	19	uc_338	59.68	misc_RNA
ENSG00000276871	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	22	5_8S_rRNA	50.33	rRNA
ENSG00000278333	TUC338 [Source:RFAM;Acc:RF02271]	10	uc_338	55.29	misc_RNA
ENSG00000221750	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	X	SNORA11	51.94	snoRNA
ENSG00000207067	small nucleolar RNA, H/ACA box 72 [Source:HGNC Symbol;Acc:HGNC:10234]	8	SNORA72	40.15	snoRNA
ENSG00000278587	TUC338 [Source:RFAM;Acc:RF02271]	14	uc_338	41.77	misc_RNA
ENSG00000252798	Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]	16	SCARNA6	44.12	scaRNA
ENSG00000281768	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	50.53	misc_RNA
ENSG00000201786	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	46.08	misc_RNA
ENSG00000274704	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	14	Metazoa_SRP	51.87	misc_RNA
ENSG00000222937	Small nucleolar RNA SNORD63 [Source:RFAM;Acc:RF00154]	5	SNORD63	42.86	snoRNA
ENSG00000275840	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	46.86	misc_RNA
ENSG00000199780	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	36.28	misc_RNA
ENSG00000221043	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	5	U3	48.11	snoRNA
ENSG00000221148	Small nucleolar RNA SNORA3/SNORA45 family [Source:RFAM;Acc:RF00334]	12	SNORA3	47.2	snoRNA
ENSG00000206961	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	2	SNORA51	50.76	snoRNA
ENSG00000276643	Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]	6	SNORD45	38.89	snoRNA
ENSG00000275006	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	45.1	misc_RNA
ENSG00000202374	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	4	SNORA62	42.38	snoRNA
ENSG00000252420	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	41.75	misc_RNA
ENSG00000206661	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	8	SNORA70	52.24	snoRNA
ENSG00000201363	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	45.26	misc_RNA
ENSG00000274059	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	1	5S_rRNA	45.24	rRNA
ENSG00000278249	small Cajal body-specific RNA 2 [Source:HGNC Symbol;Acc:HGNC:32558]	1	SCARNA2	65.48	scaRNA
ENSG00000203286	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	53.9	misc_RNA
ENSG00000200065	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	44.33	misc_RNA
ENSG00000281681	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	57.58	misc_RNA
ENSG00000273937	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	GL000220.1	pRNA	75.56	misc_RNA
ENSG00000278250	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	12	Metazoa_SRP	54.42	misc_RNA
ENSG00000280704	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	X	U3	41.67	snoRNA
ENSG00000251864	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.12	misc_RNA
ENSG00000206897	Small nucleolar RNA SNORA9 [Source:RFAM;Acc:RF00411]	12	SNORA9	50.38	snoRNA
ENSG00000252742	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	39.39	misc_RNA
ENSG00000201933	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	43.36	misc_RNA
ENSG00000251830	Small nucleolar RNA SNORD46 [Source:RFAM;Acc:RF00218]	6	SNORD46	50	snoRNA
ENSG00000200287	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	31.31	misc_RNA
ENSG00000276988	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	55.95	misc_RNA
ENSG00000275958	TUC338 [Source:RFAM;Acc:RF02271]	20	uc_338	43.98	misc_RNA
ENSG00000199840	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40	misc_RNA
ENSG00000222701	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	47.86	misc_RNA
ENSG00000199890	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40.54	misc_RNA
ENSG00000280263	ACTR3B pseudogene 2 [Source:EntrezGene;Acc:440888]	22	ACTR3BP2	40.21	processed_pseudogene
ENSG00000277396	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	56.11	misc_RNA
ENSG00000252888	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	10	SNORA31	42.86	snoRNA
ENSG00000212538	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	1	U3	44.61	snoRNA
ENSG00000274917	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	GL000220.1	RNA5-8S5	57.52	rRNA
ENSG00000263723	Small nucleolar RNA SNORD55/SNORD39 [Source:RFAM;Acc:RF00157]	2	SNORD39	69.62	snoRNA
ENSG00000212539	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	18	U3	46	snoRNA
ENSG00000274862	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000222160	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.19	misc_RNA
ENSG00000281467	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	2	Clostridiales-1	38.46	sRNA
ENSG00000200884	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	44.12	misc_RNA
ENSG00000280904	Small nucleolar RNA SNORD19B [Source:RFAM;Acc:RF01183]	3	SNORD19B	43.75	snoRNA
ENSG00000201013	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	46.02	misc_RNA
ENSG00000222412	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	44.21	misc_RNA
ENSG00000251893	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	12	SNORA70	45.75	snoRNA
ENSG00000206976	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	11	SNORA7	54.01	snoRNA
ENSG00000212581	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	2	U8	42.11	snoRNA
ENSG00000252719	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]	X	SNORA18	38.93	snoRNA
ENSG00000207480	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	41.75	misc_RNA
ENSG00000252143	small Cajal body-specific RNA 17 [Source:RFAM;Acc:RF00492]	22	SCARNA17	55.24	scaRNA
ENSG00000200664	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	44.14	misc_RNA
ENSG00000278010	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9	SNORA70	50.53	snoRNA
ENSG00000222666	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	10	U3	52.11	snoRNA
ENSG00000207091	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	42.57	misc_RNA
ENSG00000276351	H19 conserved region 2 [Source:RFAM;Acc:RF01973]	KI270721.1	H19_2	60.87	misc_RNA
ENSG00000212432	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	12	SNORA75	39.19	snoRNA
ENSG00000281517	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	49.8	misc_RNA
ENSG00000251704	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	2	SNORA40	33.33	snoRNA
ENSG00000223300	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	41.9	misc_RNA
ENSG00000281749	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	37.89	misc_RNA
ENSG00000207032	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	42.2	misc_RNA
ENSG00000278188	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	22	U6	39.62	snRNA
ENSG00000212567	Small nucleolar RNA SNORA57 [Source:RFAM;Acc:RF00191]	5	SNORA57	54.69	snoRNA
ENSG00000212187	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	1	SNORA26	43.44	snoRNA
ENSG00000277035	TUC338 [Source:RFAM;Acc:RF02271]	2	uc_338	50	misc_RNA
ENSG00000207177	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	5	SNORA51	47.76	snoRNA
ENSG00000212306	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	48.42	misc_RNA
ENSG00000281869	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	9	Clostridiales-1	40.74	sRNA
ENSG00000199911	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	35.29	misc_RNA
ENSG00000275981	EGOT conserved intronic region [Source:RFAM;Acc:RF01958]	3	EGOT	44.48	misc_RNA
ENSG00000275808	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	16	Metazoa_SRP	54.96	misc_RNA
ENSG00000201565	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.16	misc_RNA
ENSG00000199405	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	8	SNORA1	39.85	snoRNA
ENSG00000202189	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9	SNORA30	53.49	snoRNA
ENSG00000252217	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	38.54	misc_RNA
ENSG00000212415	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	15	SNORD77	33.85	snoRNA
ENSG00000206784	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	40.71	misc_RNA
ENSG00000201311	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.14	misc_RNA
ENSG00000207021	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	44.25	misc_RNA
ENSG00000212610	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	1	U3	44.76	snoRNA
ENSG00000281698	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	10	Metazoa_SRP	44.63	misc_RNA
ENSG00000206950	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	42.2	misc_RNA
ENSG00000212293	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]	13	SNORA16	42.52	snoRNA
ENSG00000275900	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	18	U3	50	snoRNA
ENSG00000206779	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.56	misc_RNA
ENSG00000207404	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	41.82	misc_RNA
ENSG00000252777	Small Cajal body specific RNA 24 [Source:RFAM;Acc:RF00422]	1	SCARNA24	34.62	scaRNA
ENSG00000202216	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]	2	SNORA17	44.44	snoRNA
ENSG00000274432	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000206597	small nucleolar RNA, H/ACA box 57 [Source:HGNC Symbol;Acc:HGNC:32651]	11	SNORA57	63.76	snoRNA
ENSG00000281311	Small nucleolar RNA SNORA50 [Source:RFAM;Acc:RF00407]	17	SNORA50	66.67	snoRNA
ENSG00000201074	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	41.07	misc_RNA
ENSG00000251779	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	34.69	misc_RNA
ENSG00000280533	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	13	Metazoa_SRP	52.9	misc_RNA
ENSG00000278217	Metastasis associated lung adenocarcinoma transcript 1 [Source:RFAM;Acc:RF01871]	11	MALAT1	29.47	misc_RNA
ENSG00000273964	Y RNA [Source:RFAM;Acc:RF00019]	13	Y_RNA	46.67	misc_RNA
ENSG00000273885	Small nucleolar RNA U2-30 [Source:RFAM;Acc:RF00493]	11	snoU2-30	38.57	snoRNA
ENSG00000206630	small nucleolar RNA, C/D box 60 [Source:HGNC Symbol;Acc:HGNC:10217]	16	SNORD60	42.17	snoRNA
ENSG00000212428	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	15	SNORD115	38.98	snoRNA
ENSG00000280481	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	50.42	misc_RNA
ENSG00000202522	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	39.82	misc_RNA
ENSG00000265537	microRNA 3180-1 [Source:HGNC Symbol;Acc:HGNC:38382]	16	MIR3180-1	75.53	miRNA
ENSG00000199357	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	39.18	misc_RNA
ENSG00000274075	TUC338 [Source:RFAM;Acc:RF02271]	12	uc_338	52.27	misc_RNA
ENSG00000199962	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	39.45	misc_RNA
ENSG00000252436	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	39.05	misc_RNA
ENSG00000274079	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	54.77	misc_RNA
ENSG00000200421	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41	misc_RNA
ENSG00000199530	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	38.89	misc_RNA
ENSG00000207075	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	44.44	misc_RNA
ENSG00000206679	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	42.42	misc_RNA
ENSG00000202318	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	45.95	misc_RNA
ENSG00000277418	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	8	5S_rRNA	54.9	rRNA
ENSG00000199949	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	36.84	misc_RNA
ENSG00000201633	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	43.16	misc_RNA
ENSG00000274008	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	10	Metazoa_SRP	50.17	misc_RNA
ENSG00000274866	H19 conserved region 2 [Source:RFAM;Acc:RF01973]	11	H19_2	60.87	misc_RNA
ENSG00000200164	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	41.58	misc_RNA
ENSG00000272051	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.12	misc_RNA
ENSG00000253072	Small nucleolar RNA MBII-202 [Source:RFAM;Acc:RF00324]	11	snoMBII-202	34.88	snoRNA
ENSG00000274118	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	37.86	misc_RNA
ENSG00000207329	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	43.75	misc_RNA
ENSG00000280586	H19 conserved region 3 [Source:RFAM;Acc:RF01974]	11	H19_3	63.79	misc_RNA
ENSG00000200969	Small nucleolar RNA SNORD95 [Source:RFAM;Acc:RF00189]	9	SNORD95	52.94	snoRNA
ENSG00000202417	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	46.9	misc_RNA
ENSG00000202476	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	51.49	misc_RNA
ENSG00000207271	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	43.55	misc_RNA
ENSG00000274452	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.07	snRNA
ENSG00000202001	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	43.3	misc_RNA
ENSG00000273591	7SK RNA [Source:RFAM;Acc:RF00100]	1	7SK	41.6	misc_RNA
ENSG00000200162	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	39.81	misc_RNA
ENSG00000278636	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	54.77	misc_RNA
ENSG00000252800	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]	14	SCARNA20	56.34	scaRNA
ENSG00000207382	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	39.05	misc_RNA
ENSG00000200150	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	14	SNORD113	35.62	snoRNA
ENSG00000207061	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	44.12	misc_RNA
ENSG00000202200	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	42.39	misc_RNA
ENSG00000272215	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	12	U7	46.03	snRNA
ENSG00000203573	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	56.04	misc_RNA
ENSG00000206824	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	44.12	misc_RNA
ENSG00000273709	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000277385	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	54.2	misc_RNA
ENSG00000252652	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	39.58	misc_RNA
ENSG00000199895	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	43.56	misc_RNA
ENSG00000209582	small nucleolar RNA, H/ACA box 48 [Source:HGNC Symbol;Acc:HGNC:32641]	17	SNORA48	53.33	snoRNA
ENSG00000207406	small nucleolar RNA, H/ACA box 41 [Source:HGNC Symbol;Acc:HGNC:32634]	2	SNORA41	42.42	snoRNA
ENSG00000252133	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9	SNORA70	50.53	snoRNA
ENSG00000280785	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	13	U6	35.64	snRNA
ENSG00000201619	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	1	SNORA67	53.19	snoRNA
ENSG00000281859	small nucleolar RNA, C/D box 38B [Source:HGNC Symbol;Acc:HGNC:30356]	1	SNORD38B	40.58	snoRNA
ENSG00000207417	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	41.12	misc_RNA
ENSG00000261709	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	15	SNORA11	50	snoRNA
ENSG00000274740	KCNQ1 downstream neighbour [Source:RFAM;Acc:RF01961]	11	KCNQ1DN	32.26	misc_RNA
ENSG00000206713	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	45.13	misc_RNA
ENSG00000212440	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	12	SNORA75	39.33	snoRNA
ENSG00000212135	small nucleolar RNA, C/D box 67 [Source:HGNC Symbol;Acc:HGNC:32728]	11	SNORD67	51.35	snoRNA
ENSG00000281795	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	40.59	misc_RNA
ENSG00000212512	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	39.81	misc_RNA
ENSG00000281394	Small Cajal body specific RNA 4 [Source:RFAM;Acc:RF00423]	1	SCARNA4	46.51	scaRNA
ENSG00000207247	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	43.14	misc_RNA
ENSG00000199473	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	7	SNORA63	34.92	snoRNA
ENSG00000239153	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	11	snoU13	47.12	snoRNA
ENSG00000207195	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	46.85	misc_RNA
ENSG00000202399	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	38.05	misc_RNA
ENSG00000251838	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	11	SNORA31	39.58	snoRNA
ENSG00000277913	Deleted in lymphocytic leukemia 2 conserved region 1 [Source:RFAM;Acc:RF02105]	13	DLEU2_1	28.33	misc_RNA
ENSG00000206844	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	43.56	misc_RNA
ENSG00000280976	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	4	Metazoa_SRP	51.74	misc_RNA
ENSG00000202363	small nucleolar RNA, H/ACA box 62 [Source:HGNC Symbol;Acc:HGNC:10107]	3	SNORA62	47.71	snoRNA
ENSG00000206951	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	38.94	misc_RNA
ENSG00000200822	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	36.94	misc_RNA
ENSG00000252657	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	17	SNORA70	50	snoRNA
ENSG00000206797	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	43	misc_RNA
ENSG00000253060	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]	1	SCARNA20	54.72	scaRNA
ENSG00000200298	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	40	misc_RNA
ENSG00000281570	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	57.42	misc_RNA
ENSG00000278770	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	53.02	misc_RNA
ENSG00000280854	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	2	Clostridiales-1	30.56	sRNA
ENSG00000275904	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.54	misc_RNA
ENSG00000201666	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	X	SNORD74	40	snoRNA
ENSG00000238443	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	42.11	misc_RNA
ENSG00000212273	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	8	SNORA40	31.25	snoRNA
ENSG00000274202	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	GL000216.2	U2	31.86	snRNA
ENSG00000238685	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]	16	ACA64	59.06	snoRNA
ENSG00000274428	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	45.62	snRNA
ENSG00000202279	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	39.8	misc_RNA
ENSG00000207395	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	43.75	misc_RNA
ENSG00000221164	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	10	SNORA11	50.78	snoRNA
ENSG00000280921	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	52.61	misc_RNA
ENSG00000281808	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]	9	SNORA17	52.27	snoRNA
ENSG00000238749	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	45.54	misc_RNA
ENSG00000201944	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	1	SNORA72	35.61	snoRNA
ENSG00000275266	H19 conserved region 1 [Source:RFAM;Acc:RF01972]	11	H19_1	77.46	misc_RNA
ENSG00000199815	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]	3	SNORA17	46.03	snoRNA
ENSG00000275689	FAS antisense RNA 1 conserved region [Source:RFAM;Acc:RF02116]	13	FAS-AS1	38.1	misc_RNA
ENSG00000280959	ACEA small nucleolar RNA U3 [Source:RFAM;Acc:RF01848]	17	ACEA_U3	46.54	snoRNA
ENSG00000201827	Small nucleolar RNA SNORA33 [Source:RFAM;Acc:RF00438]	3	SNORA33	38.46	snoRNA
ENSG00000274845	TUC338 [Source:RFAM;Acc:RF02271]	2	uc_338	50.55	misc_RNA
ENSG00000239005	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]	4	ACA64	64.57	snoRNA
ENSG00000206731	Small nucleolar RNA SNORA36 family [Source:RFAM;Acc:RF00340]	2	SNORA36	40.94	snoRNA
ENSG00000275071	TUC338 [Source:RFAM;Acc:RF02271]	13	uc_338	39.38	misc_RNA
ENSG00000274755	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	9	U2	37	snRNA
ENSG00000239143	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	32.35	misc_RNA
ENSG00000207127	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	42.06	misc_RNA
ENSG00000201204	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	39.81	misc_RNA
ENSG00000277510	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	57.03	misc_RNA
